project_id,state_id,due_date
2473,4,2021-04-25 00:00:00
2473,5,2021-05-02 00:00:00
2474,1,2021-03-07 00:00:00
2474,2,2021-03-11 00:00:00
2474,3,2021-03-19 00:00:00
2474,4,2021-03-22 00:00:00
2474,5,2021-03-27 00:00:00
2475,1,2021-04-04 00:00:00
2475,2,2021-04-07 00:00:00
2475,3,2021-04-18 00:00:00
2475,4,2021-04-29 00:00:00
2475,5,2021-05-03 00:00:00
2476,1,2021-07-17 00:00:00
2476,2,2021-07-24 00:00:00
2476,3,2021-08-02 00:00:00
2476,4,2021-08-12 00:00:00
2476,5,2021-08-21 00:00:00
2477,1,2021-05-03 00:00:00
2477,2,2021-05-08 00:00:00
2477,3,2021-05-12 00:00:00
2477,4,2021-05-15 00:00:00
2477,5,2021-05-27 00:00:00
2478,1,2021-04-27 00:00:00
2478,2,2021-05-05 00:00:00
2478,3,2021-05-11 00:00:00
2478,4,2021-05-22 00:00:00
2478,5,2021-05-29 00:00:00
2479,1,2021-08-07 00:00:00
2479,2,2021-08-18 00:00:00
2479,3,2021-08-26 00:00:00
2480,1,2021-05-04 00:00:00
2480,2,2021-05-15 00:00:00
2480,3,2021-05-20 00:00:00
2480,4,2021-05-23 00:00:00
2480,5,2021-06-02 00:00:00
2481,1,2021-03-09 00:00:00
2481,2,2021-03-17 00:00:00
2481,3,2021-03-23 00:00:00
2481,4,2021-04-02 00:00:00
2481,5,2021-04-10 00:00:00
2482,1,2021-08-19 00:00:00
2482,2,2021-08-29 00:00:00
2482,3,2021-09-01 00:00:00
2483,1,2021-07-11 00:00:00
2483,2,2021-07-23 00:00:00
2483,3,2021-08-02 00:00:00
2483,4,2021-08-10 00:00:00
2483,5,2021-08-17 00:00:00
2484,1,2021-08-28 00:00:00
2485,1,2021-05-04 00:00:00
2485,2,2021-05-16 00:00:00
2485,3,2021-05-24 00:00:00
2485,4,2021-06-04 00:00:00
2485,5,2021-06-15 00:00:00
2486,1,2021-02-03 00:00:00
2486,2,2021-02-14 00:00:00
2486,3,2021-02-19 00:00:00
2486,4,2021-03-03 00:00:00
2486,5,2021-03-10 00:00:00
2487,1,2021-07-17 00:00:00
2487,2,2021-07-27 00:00:00
2487,3,2021-08-03 00:00:00
2487,4,2021-08-07 00:00:00
2487,5,2021-08-11 00:00:00
2488,1,2021-03-02 00:00:00
2488,2,2021-03-10 00:00:00
2488,3,2021-03-15 00:00:00
2488,4,2021-03-21 00:00:00
2488,5,2021-04-01 00:00:00
2489,1,2021-08-11 00:00:00
2489,2,2021-08-20 00:00:00
2489,3,2021-08-26 00:00:00
2490,1,2021-02-03 00:00:00
2490,2,2021-02-10 00:00:00
2490,3,2021-02-20 00:00:00
2490,4,2021-02-23 00:00:00
2490,5,2021-03-06 00:00:00
2491,1,2021-02-24 00:00:00
2491,2,2021-03-01 00:00:00
2491,3,2021-03-12 00:00:00
2491,4,2021-03-22 00:00:00
2491,5,2021-03-28 00:00:00
2492,1,2021-07-07 00:00:00
2492,2,2021-07-16 00:00:00
2492,3,2021-07-19 00:00:00
2492,4,2021-07-24 00:00:00
2492,5,2021-07-29 00:00:00
2493,1,2021-02-08 00:00:00
2493,2,2021-02-11 00:00:00
2493,3,2021-02-22 00:00:00
2493,4,2021-03-01 00:00:00
2493,5,2021-03-10 00:00:00
2494,1,2021-07-30 00:00:00
2494,2,2021-08-02 00:00:00
2494,3,2021-08-05 00:00:00
2494,4,2021-08-10 00:00:00
2494,5,2021-08-16 00:00:00
2495,1,2021-01-26 00:00:00
2495,2,2021-02-02 00:00:00
2495,3,2021-02-13 00:00:00
2495,4,2021-02-23 00:00:00
2495,5,2021-03-04 00:00:00
2496,1,2021-06-27 00:00:00
2496,2,2021-07-08 00:00:00
2496,3,2021-07-12 00:00:00
2496,4,2021-07-24 00:00:00
2496,5,2021-08-01 00:00:00
2497,1,2021-03-15 00:00:00
2497,2,2021-03-20 00:00:00
2497,3,2021-04-01 00:00:00
2497,4,2021-04-07 00:00:00
2497,5,2021-04-11 00:00:00
2498,1,2021-06-22 00:00:00
2498,2,2021-07-02 00:00:00
2498,3,2021-07-10 00:00:00
2498,4,2021-07-13 00:00:00
2498,5,2021-07-21 00:00:00
2499,1,2021-04-29 00:00:00
2499,2,2021-05-04 00:00:00
2499,3,2021-05-10 00:00:00
2499,4,2021-05-16 00:00:00
2499,5,2021-05-26 00:00:00
2500,1,2021-03-31 00:00:00
2500,2,2021-04-11 00:00:00
2500,3,2021-04-21 00:00:00
2500,4,2021-04-24 00:00:00
2500,5,2021-05-04 00:00:00
2501,1,2021-04-20 00:00:00
2501,2,2021-05-01 00:00:00
2501,3,2021-05-08 00:00:00
2501,4,2021-05-17 00:00:00
2501,5,2021-05-23 00:00:00
2502,1,2021-03-26 00:00:00
2502,2,2021-04-07 00:00:00
2502,3,2021-04-11 00:00:00
2502,4,2021-04-20 00:00:00
2502,5,2021-04-27 00:00:00
2503,1,2021-08-11 00:00:00
2503,2,2021-08-14 00:00:00
2503,3,2021-08-18 00:00:00
2503,4,2021-08-21 00:00:00
2503,5,2021-08-25 00:00:00
2504,1,2021-06-20 00:00:00
2504,2,2021-06-23 00:00:00
2504,3,2021-06-30 00:00:00
2504,4,2021-07-05 00:00:00
2504,5,2021-07-08 00:00:00
2505,1,2021-03-09 00:00:00
2505,2,2021-03-20 00:00:00
2505,3,2021-03-25 00:00:00
2505,4,2021-04-04 00:00:00
2505,5,2021-04-07 00:00:00
2506,1,2021-08-10 00:00:00
2506,2,2021-08-17 00:00:00
2506,3,2021-08-27 00:00:00
2506,4,2021-09-02 00:00:00
2507,1,2021-04-11 00:00:00
2507,2,2021-04-20 00:00:00
2507,3,2021-05-02 00:00:00
2507,4,2021-05-10 00:00:00
2507,5,2021-05-20 00:00:00
2508,1,2021-06-23 00:00:00
2508,2,2021-06-29 00:00:00
2508,3,2021-07-11 00:00:00
2508,4,2021-07-15 00:00:00
2508,5,2021-07-25 00:00:00
2509,1,2021-02-28 00:00:00
2509,2,2021-03-07 00:00:00
2509,3,2021-03-11 00:00:00
2509,4,2021-03-20 00:00:00
2509,5,2021-03-28 00:00:00
2510,1,2021-04-24 00:00:00
2510,2,2021-05-01 00:00:00
2510,3,2021-05-13 00:00:00
2510,4,2021-05-21 00:00:00
2510,5,2021-05-25 00:00:00
2511,1,2021-06-03 00:00:00
2511,2,2021-06-14 00:00:00
2511,3,2021-06-26 00:00:00
2511,4,2021-06-29 00:00:00
2511,5,2021-07-03 00:00:00
2512,1,2021-06-24 00:00:00
2512,2,2021-07-04 00:00:00
2512,3,2021-07-07 00:00:00
2512,4,2021-07-16 00:00:00
2512,5,2021-07-28 00:00:00
2513,1,2021-03-10 00:00:00
2513,2,2021-03-17 00:00:00
2513,3,2021-03-25 00:00:00
2513,4,2021-03-28 00:00:00
2513,5,2021-04-05 00:00:00
2514,1,2021-01-18 00:00:00
2514,2,2021-01-26 00:00:00
2514,3,2021-01-31 00:00:00
2514,4,2021-02-11 00:00:00
2514,5,2021-02-17 00:00:00
2515,1,2021-03-31 00:00:00
2515,2,2021-04-03 00:00:00
2515,3,2021-04-09 00:00:00
2515,4,2021-04-20 00:00:00
2515,5,2021-04-26 00:00:00
2516,1,2021-08-27 00:00:00
2517,1,2021-02-08 00:00:00
2517,2,2021-02-19 00:00:00
2517,3,2021-03-01 00:00:00
2517,4,2021-03-08 00:00:00
2517,5,2021-03-19 00:00:00
2518,1,2021-03-16 00:00:00
2518,2,2021-03-28 00:00:00
2518,3,2021-04-09 00:00:00
2518,4,2021-04-15 00:00:00
2518,5,2021-04-18 00:00:00
2519,1,2021-07-23 00:00:00
2519,2,2021-07-31 00:00:00
2519,3,2021-08-09 00:00:00
2519,4,2021-08-19 00:00:00
2519,5,2021-08-24 00:00:00
2520,1,2021-07-31 00:00:00
2520,2,2021-08-11 00:00:00
2520,3,2021-08-15 00:00:00
2520,4,2021-08-21 00:00:00
2520,5,2021-08-29 00:00:00
2521,1,2021-04-06 00:00:00
2521,2,2021-04-14 00:00:00
2521,3,2021-04-26 00:00:00
2521,4,2021-05-05 00:00:00
2521,5,2021-05-13 00:00:00
2522,1,2021-05-28 00:00:00
2522,2,2021-06-01 00:00:00
2522,3,2021-06-12 00:00:00
2522,4,2021-06-23 00:00:00
2522,5,2021-06-30 00:00:00
2523,1,2021-08-15 00:00:00
2523,2,2021-08-23 00:00:00
2523,3,2021-08-29 00:00:00
2524,1,2021-06-22 00:00:00
2524,2,2021-06-27 00:00:00
2524,3,2021-07-04 00:00:00
2524,4,2021-07-08 00:00:00
2524,5,2021-07-13 00:00:00
2525,1,2021-02-03 00:00:00
2525,2,2021-02-10 00:00:00
2525,3,2021-02-21 00:00:00
2525,4,2021-02-24 00:00:00
2525,5,2021-02-27 00:00:00
2526,1,2021-01-30 00:00:00
2526,2,2021-02-02 00:00:00
2526,3,2021-02-10 00:00:00
2526,4,2021-02-21 00:00:00
2526,5,2021-02-24 00:00:00
2527,1,2021-07-10 00:00:00
2527,2,2021-07-21 00:00:00
2527,3,2021-08-01 00:00:00
2527,4,2021-08-08 00:00:00
2527,5,2021-08-11 00:00:00
2528,1,2021-03-10 00:00:00
2528,2,2021-03-14 00:00:00
2528,3,2021-03-25 00:00:00
2528,4,2021-03-28 00:00:00
2528,5,2021-04-03 00:00:00
2529,1,2021-04-16 00:00:00
2529,2,2021-04-21 00:00:00
2529,3,2021-05-02 00:00:00
2529,4,2021-05-07 00:00:00
2529,5,2021-05-16 00:00:00
2530,1,2021-05-05 00:00:00
2530,2,2021-05-09 00:00:00
2530,3,2021-05-21 00:00:00
2530,4,2021-05-31 00:00:00
2530,5,2021-06-12 00:00:00
2531,1,2021-08-29 00:00:00
2531,2,2021-09-01 00:00:00
2532,1,2021-07-14 00:00:00
2532,2,2021-07-21 00:00:00
2532,3,2021-07-26 00:00:00
2532,4,2021-08-06 00:00:00
2532,5,2021-08-12 00:00:00
2533,1,2021-06-18 00:00:00
2533,2,2021-06-27 00:00:00
2533,3,2021-07-02 00:00:00
2533,4,2021-07-08 00:00:00
2533,5,2021-07-16 00:00:00
2534,1,2021-05-10 00:00:00
2534,2,2021-05-13 00:00:00
2534,3,2021-05-18 00:00:00
2534,4,2021-05-26 00:00:00
2534,5,2021-06-04 00:00:00
2535,1,2021-06-30 00:00:00
2535,2,2021-07-04 00:00:00
2535,3,2021-07-16 00:00:00
2535,4,2021-07-25 00:00:00
2535,5,2021-08-02 00:00:00
2536,1,2021-08-24 00:00:00
2537,1,2021-06-12 00:00:00
2537,2,2021-06-20 00:00:00
2537,3,2021-06-24 00:00:00
2537,4,2021-07-02 00:00:00
2537,5,2021-07-05 00:00:00
2538,1,2021-08-13 00:00:00
2538,2,2021-08-21 00:00:00
2538,3,2021-08-28 00:00:00
2539,1,2021-02-14 00:00:00
2539,2,2021-02-21 00:00:00
2539,3,2021-02-25 00:00:00
2539,4,2021-03-06 00:00:00
2539,5,2021-03-10 00:00:00
2540,1,2021-02-03 00:00:00
2540,2,2021-02-15 00:00:00
2540,3,2021-02-20 00:00:00
2540,4,2021-02-24 00:00:00
2540,5,2021-03-02 00:00:00
2541,1,2021-06-21 00:00:00
2541,2,2021-06-27 00:00:00
2541,3,2021-07-09 00:00:00
2541,4,2021-07-18 00:00:00
2541,5,2021-07-25 00:00:00
2542,1,2021-07-14 00:00:00
2542,2,2021-07-17 00:00:00
2542,3,2021-07-27 00:00:00
2542,4,2021-07-30 00:00:00
2542,5,2021-08-05 00:00:00
2543,1,2021-05-09 00:00:00
2543,2,2021-05-12 00:00:00
2543,3,2021-05-16 00:00:00
2543,4,2021-05-21 00:00:00
2543,5,2021-06-01 00:00:00
2544,1,2021-06-06 00:00:00
2544,2,2021-06-15 00:00:00
2544,3,2021-06-22 00:00:00
2544,4,2021-06-27 00:00:00
2544,5,2021-07-09 00:00:00
2545,1,2021-01-25 00:00:00
2545,2,2021-02-02 00:00:00
2545,3,2021-02-10 00:00:00
2545,4,2021-02-17 00:00:00
2545,5,2021-02-22 00:00:00
2546,1,2021-07-29 00:00:00
2546,2,2021-08-03 00:00:00
2546,3,2021-08-14 00:00:00
2546,4,2021-08-22 00:00:00
2546,5,2021-08-27 00:00:00
2547,1,2021-06-25 00:00:00
2547,2,2021-07-05 00:00:00
2547,3,2021-07-08 00:00:00
2547,4,2021-07-18 00:00:00
2547,5,2021-07-23 00:00:00
2548,1,2021-07-27 00:00:00
2548,2,2021-08-05 00:00:00
2548,3,2021-08-08 00:00:00
2548,4,2021-08-20 00:00:00
2548,5,2021-08-31 00:00:00
2549,1,2021-01-29 00:00:00
2549,2,2021-02-03 00:00:00
2549,3,2021-02-12 00:00:00
2549,4,2021-02-16 00:00:00
2549,5,2021-02-20 00:00:00
2550,1,2021-06-27 00:00:00
2550,2,2021-07-06 00:00:00
2550,3,2021-07-13 00:00:00
2550,4,2021-07-18 00:00:00
2550,5,2021-07-25 00:00:00
2551,1,2021-08-21 00:00:00
2551,2,2021-08-26 00:00:00
2552,1,2021-03-03 00:00:00
2552,2,2021-03-10 00:00:00
2552,3,2021-03-19 00:00:00
2552,4,2021-03-30 00:00:00
2552,5,2021-04-05 00:00:00
2553,1,2021-08-07 00:00:00
2553,2,2021-08-11 00:00:00
2553,3,2021-08-21 00:00:00
2553,4,2021-08-29 00:00:00
2554,1,2021-04-22 00:00:00
2554,2,2021-05-01 00:00:00
2554,3,2021-05-04 00:00:00
2554,4,2021-05-08 00:00:00
2554,5,2021-05-16 00:00:00
2555,1,2021-03-03 00:00:00
2555,2,2021-03-14 00:00:00
2555,3,2021-03-20 00:00:00
2555,4,2021-03-28 00:00:00
2555,5,2021-04-07 00:00:00
2556,1,2021-05-17 00:00:00
2556,2,2021-05-21 00:00:00
2556,3,2021-05-27 00:00:00
2556,4,2021-06-04 00:00:00
2556,5,2021-06-12 00:00:00
2557,1,2021-05-03 00:00:00
2557,2,2021-05-09 00:00:00
2557,3,2021-05-20 00:00:00
2557,4,2021-05-25 00:00:00
2557,5,2021-06-05 00:00:00
2558,1,2021-08-21 00:00:00
2558,2,2021-08-30 00:00:00
2559,1,2021-03-31 00:00:00
2559,2,2021-04-12 00:00:00
2559,3,2021-04-20 00:00:00
2559,4,2021-04-30 00:00:00
2559,5,2021-05-11 00:00:00
2560,1,2021-03-10 00:00:00
2560,2,2021-03-17 00:00:00
2560,3,2021-03-25 00:00:00
2560,4,2021-04-02 00:00:00
2560,5,2021-04-08 00:00:00
2561,1,2021-04-12 00:00:00
2561,2,2021-04-24 00:00:00
2561,3,2021-04-29 00:00:00
2561,4,2021-05-03 00:00:00
2561,5,2021-05-10 00:00:00
2562,1,2021-02-06 00:00:00
2562,2,2021-02-09 00:00:00
2562,3,2021-02-18 00:00:00
2562,4,2021-03-01 00:00:00
2562,5,2021-03-09 00:00:00
2563,1,2021-04-28 00:00:00
2563,2,2021-05-03 00:00:00
2563,3,2021-05-14 00:00:00
2563,4,2021-05-19 00:00:00
2563,5,2021-05-26 00:00:00
2564,1,2021-03-14 00:00:00
2564,2,2021-03-25 00:00:00
2564,3,2021-04-04 00:00:00
2564,4,2021-04-07 00:00:00
2564,5,2021-04-16 00:00:00
2565,1,2021-06-02 00:00:00
2565,2,2021-06-08 00:00:00
2565,3,2021-06-14 00:00:00
2565,4,2021-06-23 00:00:00
2565,5,2021-07-03 00:00:00
2566,1,2021-02-23 00:00:00
2566,2,2021-03-03 00:00:00
2566,3,2021-03-08 00:00:00
2566,4,2021-03-13 00:00:00
2566,5,2021-03-21 00:00:00
2567,1,2021-04-19 00:00:00
2567,2,2021-04-30 00:00:00
2567,3,2021-05-08 00:00:00
2567,4,2021-05-16 00:00:00
2567,5,2021-05-24 00:00:00
2568,1,2021-02-20 00:00:00
2568,2,2021-03-02 00:00:00
2568,3,2021-03-11 00:00:00
2568,4,2021-03-16 00:00:00
2568,5,2021-03-26 00:00:00
2569,1,2021-06-21 00:00:00
2569,2,2021-06-26 00:00:00
2569,3,2021-07-08 00:00:00
2569,4,2021-07-11 00:00:00
2569,5,2021-07-14 00:00:00
2570,1,2021-03-18 00:00:00
2570,2,2021-03-24 00:00:00
2570,3,2021-03-28 00:00:00
2570,4,2021-03-31 00:00:00
2570,5,2021-04-12 00:00:00
2571,1,2021-08-10 00:00:00
2571,2,2021-08-20 00:00:00
2571,3,2021-08-26 00:00:00
2571,4,2021-09-01 00:00:00
2572,1,2021-02-13 00:00:00
2572,2,2021-02-25 00:00:00
2572,3,2021-03-03 00:00:00
2572,4,2021-03-10 00:00:00
2572,5,2021-03-21 00:00:00
2573,1,2021-04-20 00:00:00
2573,2,2021-04-23 00:00:00
2573,3,2021-05-04 00:00:00
2573,4,2021-05-15 00:00:00
2573,5,2021-05-25 00:00:00
2574,1,2021-03-12 00:00:00
2574,2,2021-03-16 00:00:00
2574,3,2021-03-24 00:00:00
2574,4,2021-04-05 00:00:00
2574,5,2021-04-13 00:00:00
2575,1,2021-06-14 00:00:00
2575,2,2021-06-20 00:00:00
2575,3,2021-07-01 00:00:00
2575,4,2021-07-11 00:00:00
2575,5,2021-07-15 00:00:00
2576,1,2021-01-25 00:00:00
2576,2,2021-01-30 00:00:00
2576,3,2021-02-10 00:00:00
2576,4,2021-02-21 00:00:00
2576,5,2021-03-01 00:00:00
2577,1,2021-05-14 00:00:00
2577,2,2021-05-23 00:00:00
2577,3,2021-06-02 00:00:00
2577,4,2021-06-07 00:00:00
2577,5,2021-06-11 00:00:00
2578,1,2021-08-13 00:00:00
2578,2,2021-08-25 00:00:00
2578,3,2021-09-01 00:00:00
2579,1,2021-02-18 00:00:00
2579,2,2021-03-01 00:00:00
2579,3,2021-03-06 00:00:00
2579,4,2021-03-18 00:00:00
2579,5,2021-03-30 00:00:00
2580,1,2021-07-02 00:00:00
2580,2,2021-07-09 00:00:00
2580,3,2021-07-20 00:00:00
2580,4,2021-07-29 00:00:00
2580,5,2021-08-09 00:00:00
2581,1,2021-04-02 00:00:00
2581,2,2021-04-12 00:00:00
2581,3,2021-04-23 00:00:00
2581,4,2021-05-05 00:00:00
2581,5,2021-05-15 00:00:00
2582,1,2021-05-05 00:00:00
2582,2,2021-05-14 00:00:00
2582,3,2021-05-26 00:00:00
2582,4,2021-05-30 00:00:00
2582,5,2021-06-08 00:00:00
2583,1,2021-02-15 00:00:00
2583,2,2021-02-27 00:00:00
2583,3,2021-03-02 00:00:00
2583,4,2021-03-08 00:00:00
2583,5,2021-03-14 00:00:00
2584,1,2021-03-15 00:00:00
2584,2,2021-03-26 00:00:00
2584,3,2021-04-05 00:00:00
2584,4,2021-04-16 00:00:00
2584,5,2021-04-24 00:00:00
2585,1,2021-07-26 00:00:00
2585,2,2021-08-01 00:00:00
2585,3,2021-08-13 00:00:00
2585,4,2021-08-22 00:00:00
2585,5,2021-08-31 00:00:00
2586,1,2021-02-28 00:00:00
2586,2,2021-03-11 00:00:00
2586,3,2021-03-20 00:00:00
2586,4,2021-04-01 00:00:00
2586,5,2021-04-05 00:00:00
2587,1,2021-08-17 00:00:00
2587,2,2021-08-25 00:00:00
2587,3,2021-09-01 00:00:00
2588,1,2021-06-23 00:00:00
2588,2,2021-07-04 00:00:00
2588,3,2021-07-13 00:00:00
2588,4,2021-07-16 00:00:00
2588,5,2021-07-22 00:00:00
2589,1,2021-05-12 00:00:00
2589,2,2021-05-20 00:00:00
2589,3,2021-05-27 00:00:00
2589,4,2021-06-04 00:00:00
2589,5,2021-06-09 00:00:00
2590,1,2021-03-21 00:00:00
2590,2,2021-03-30 00:00:00
2590,3,2021-04-10 00:00:00
2590,4,2021-04-15 00:00:00
2590,5,2021-04-20 00:00:00
2591,1,2021-06-17 00:00:00
2591,2,2021-06-20 00:00:00
2591,3,2021-06-30 00:00:00
2591,4,2021-07-06 00:00:00
2591,5,2021-07-13 00:00:00
2592,1,2021-08-15 00:00:00
2592,2,2021-08-22 00:00:00
2592,3,2021-08-27 00:00:00
2592,4,2021-09-02 00:00:00
2593,1,2021-04-23 00:00:00
2593,2,2021-04-29 00:00:00
2593,3,2021-05-03 00:00:00
2593,4,2021-05-12 00:00:00
2593,5,2021-05-19 00:00:00
2594,1,2021-03-28 00:00:00
2594,2,2021-04-08 00:00:00
2594,3,2021-04-20 00:00:00
2594,4,2021-05-01 00:00:00
2594,5,2021-05-10 00:00:00
2595,1,2021-01-15 00:00:00
2595,2,2021-01-25 00:00:00
2595,3,2021-02-05 00:00:00
2595,4,2021-02-17 00:00:00
2595,5,2021-02-26 00:00:00
2596,1,2021-05-06 00:00:00
2596,2,2021-05-11 00:00:00
2596,3,2021-05-22 00:00:00
2596,4,2021-06-02 00:00:00
2596,5,2021-06-07 00:00:00
2597,1,2021-04-25 00:00:00
2597,2,2021-04-28 00:00:00
2597,3,2021-05-09 00:00:00
2597,4,2021-05-12 00:00:00
2597,5,2021-05-19 00:00:00
2598,1,2021-04-01 00:00:00
2598,2,2021-04-09 00:00:00
2598,3,2021-04-13 00:00:00
2598,4,2021-04-19 00:00:00
2598,5,2021-04-26 00:00:00
2599,1,2021-03-17 00:00:00
2599,2,2021-03-22 00:00:00
2599,3,2021-03-27 00:00:00
2599,4,2021-04-08 00:00:00
2599,5,2021-04-14 00:00:00
2600,1,2021-08-24 00:00:00
2600,2,2021-08-31 00:00:00
2601,1,2021-04-26 00:00:00
2601,2,2021-05-06 00:00:00
2601,3,2021-05-11 00:00:00
2601,4,2021-05-14 00:00:00
2601,5,2021-05-22 00:00:00
2602,1,2021-04-06 00:00:00
2602,2,2021-04-10 00:00:00
2602,3,2021-04-16 00:00:00
2602,4,2021-04-28 00:00:00
2602,5,2021-05-01 00:00:00
2603,1,2021-03-28 00:00:00
2603,2,2021-03-31 00:00:00
2603,3,2021-04-06 00:00:00
2603,4,2021-04-17 00:00:00
2603,5,2021-04-29 00:00:00
2604,1,2021-07-03 00:00:00
2604,2,2021-07-07 00:00:00
2604,3,2021-07-10 00:00:00
2604,4,2021-07-15 00:00:00
2604,5,2021-07-18 00:00:00
2605,1,2021-06-13 00:00:00
2605,2,2021-06-18 00:00:00
2605,3,2021-06-23 00:00:00
2605,4,2021-06-30 00:00:00
2605,5,2021-07-07 00:00:00
2606,1,2021-04-09 00:00:00
2606,2,2021-04-20 00:00:00
2606,3,2021-04-24 00:00:00
2606,4,2021-05-06 00:00:00
2606,5,2021-05-14 00:00:00
2607,1,2021-04-07 00:00:00
2607,2,2021-04-19 00:00:00
2607,3,2021-04-23 00:00:00
2607,4,2021-04-26 00:00:00
2607,5,2021-05-04 00:00:00
2608,1,2021-03-17 00:00:00
2608,2,2021-03-27 00:00:00
2608,3,2021-04-01 00:00:00
2608,4,2021-04-06 00:00:00
2608,5,2021-04-17 00:00:00
2609,1,2021-08-11 00:00:00
2609,2,2021-08-21 00:00:00
2609,3,2021-08-25 00:00:00
2609,4,2021-08-29 00:00:00
2610,1,2021-04-11 00:00:00
2610,2,2021-04-18 00:00:00
2610,3,2021-04-23 00:00:00
2610,4,2021-04-30 00:00:00
2610,5,2021-05-08 00:00:00
2611,1,2021-03-29 00:00:00
2611,2,2021-04-06 00:00:00
2611,3,2021-04-14 00:00:00
2611,4,2021-04-23 00:00:00
2611,5,2021-04-26 00:00:00
2612,1,2021-02-21 00:00:00
2612,2,2021-03-05 00:00:00
2612,3,2021-03-14 00:00:00
2612,4,2021-03-17 00:00:00
2612,5,2021-03-24 00:00:00
2613,1,2021-04-28 00:00:00
2613,2,2021-05-06 00:00:00
2613,3,2021-05-12 00:00:00
2613,4,2021-05-21 00:00:00
2613,5,2021-05-28 00:00:00
2614,1,2021-02-22 00:00:00
2614,2,2021-03-04 00:00:00
2614,3,2021-03-10 00:00:00
2614,4,2021-03-18 00:00:00
2614,5,2021-03-27 00:00:00
2615,1,2021-01-11 00:00:00
2615,2,2021-01-17 00:00:00
2615,3,2021-01-26 00:00:00
2615,4,2021-02-05 00:00:00
2615,5,2021-02-11 00:00:00
2616,1,2021-06-27 00:00:00
2616,2,2021-07-03 00:00:00
2616,3,2021-07-11 00:00:00
2616,4,2021-07-18 00:00:00
2616,5,2021-07-30 00:00:00
2617,1,2021-08-24 00:00:00
2617,2,2021-09-02 00:00:00
2618,1,2021-02-19 00:00:00
2618,2,2021-02-23 00:00:00
2618,3,2021-03-06 00:00:00
2618,4,2021-03-15 00:00:00
2618,5,2021-03-18 00:00:00
2619,1,2021-03-30 00:00:00
2619,2,2021-04-10 00:00:00
2619,3,2021-04-14 00:00:00
2619,4,2021-04-18 00:00:00
2619,5,2021-04-29 00:00:00
2620,1,2021-03-13 00:00:00
2620,2,2021-03-18 00:00:00
2620,3,2021-03-26 00:00:00
2620,4,2021-04-07 00:00:00
2620,5,2021-04-15 00:00:00
2621,1,2021-06-08 00:00:00
2621,2,2021-06-20 00:00:00
2621,3,2021-06-23 00:00:00
2621,4,2021-07-02 00:00:00
2621,5,2021-07-12 00:00:00
2622,1,2021-07-01 00:00:00
2622,2,2021-07-06 00:00:00
2622,3,2021-07-16 00:00:00
2622,4,2021-07-19 00:00:00
2622,5,2021-07-25 00:00:00
2623,1,2021-03-13 00:00:00
2623,2,2021-03-24 00:00:00
2623,3,2021-03-29 00:00:00
2623,4,2021-04-08 00:00:00
2623,5,2021-04-16 00:00:00
2624,1,2021-07-07 00:00:00
2624,2,2021-07-14 00:00:00
2624,3,2021-07-26 00:00:00
2624,4,2021-07-31 00:00:00
2624,5,2021-08-10 00:00:00
2625,1,2021-06-06 00:00:00
2625,2,2021-06-18 00:00:00
2625,3,2021-06-22 00:00:00
2625,4,2021-07-03 00:00:00
2625,5,2021-07-14 00:00:00
2626,1,2021-05-04 00:00:00
2626,2,2021-05-09 00:00:00
2626,3,2021-05-20 00:00:00
2626,4,2021-05-28 00:00:00
2626,5,2021-06-08 00:00:00
2627,1,2021-04-01 00:00:00
2627,2,2021-04-13 00:00:00
2627,3,2021-04-24 00:00:00
2627,4,2021-05-03 00:00:00
2627,5,2021-05-07 00:00:00
2628,1,2021-04-11 00:00:00
2628,2,2021-04-21 00:00:00
2628,3,2021-04-27 00:00:00
2628,4,2021-05-06 00:00:00
2628,5,2021-05-16 00:00:00
2629,1,2021-01-22 00:00:00
2629,2,2021-02-03 00:00:00
2629,3,2021-02-06 00:00:00
2629,4,2021-02-11 00:00:00
2629,5,2021-02-20 00:00:00
2630,1,2021-05-21 00:00:00
2630,2,2021-06-02 00:00:00
2630,3,2021-06-11 00:00:00
2630,4,2021-06-16 00:00:00
2630,5,2021-06-25 00:00:00
2631,1,2021-03-22 00:00:00
2631,2,2021-03-28 00:00:00
2631,3,2021-04-02 00:00:00
2631,4,2021-04-08 00:00:00
2631,5,2021-04-18 00:00:00
2632,1,2021-05-18 00:00:00
2632,2,2021-05-24 00:00:00
2632,3,2021-05-27 00:00:00
2632,4,2021-06-02 00:00:00
2632,5,2021-06-05 00:00:00
2633,1,2021-01-21 00:00:00
2633,2,2021-02-01 00:00:00
2633,3,2021-02-04 00:00:00
2633,4,2021-02-12 00:00:00
2633,5,2021-02-23 00:00:00
2634,1,2021-07-04 00:00:00
2634,2,2021-07-14 00:00:00
2634,3,2021-07-25 00:00:00
2634,4,2021-07-31 00:00:00
2634,5,2021-08-04 00:00:00
2635,1,2021-03-24 00:00:00
2635,2,2021-03-30 00:00:00
2635,3,2021-04-05 00:00:00
2635,4,2021-04-10 00:00:00
2635,5,2021-04-14 00:00:00
2636,1,2021-04-11 00:00:00
2636,2,2021-04-23 00:00:00
2636,3,2021-05-03 00:00:00
2636,4,2021-05-10 00:00:00
2636,5,2021-05-17 00:00:00
2637,1,2021-07-30 00:00:00
2637,2,2021-08-02 00:00:00
2637,3,2021-08-14 00:00:00
2637,4,2021-08-17 00:00:00
2637,5,2021-08-28 00:00:00
2638,1,2021-01-27 00:00:00
