project_id,state_id,due_date,state_entered_timestamp,state_completed_timestamp,days_to_complete,late,days_late,achieved
1690,2,2021-04-07,2021-04-06,2021-04-17,11,True,10,True
1690,3,2021-04-16,2021-04-17,2021-04-24,7,True,8,True
1690,4,2021-04-27,2021-04-24,,,True,119,False
1690,5,2021-05-04,,,,True,112,False
1691,1,2021-07-08,2021-07-06,2021-07-09,3,True,1,True
1691,2,2021-07-16,2021-07-09,2021-07-12,3,False,,True
1691,3,2021-07-19,2021-07-12,2021-07-15,3,False,,True
1691,4,2021-07-22,2021-07-15,,,True,33,False
1691,5,2021-07-25,,,,True,30,False
1692,1,2021-04-14,2021-04-10,2021-04-14,4,False,,True
1692,2,2021-04-20,2021-04-14,2021-04-20,6,False,,True
1692,3,2021-04-24,2021-04-20,2021-04-23,3,False,,True
1692,4,2021-04-30,2021-04-23,,,True,116,False
1692,5,2021-05-03,,,,True,113,False
1693,1,2021-06-25,2021-06-27,2021-07-09,12,True,14,True
1693,2,2021-07-07,2021-07-09,2021-07-14,5,True,7,True
1693,3,2021-07-19,2021-07-14,2021-07-22,8,True,3,True
1693,4,2021-07-24,2021-07-22,,,True,31,False
1693,5,2021-08-01,,,,True,23,False
1694,1,2021-05-29,2021-05-26,2021-06-04,9,True,6,True
1694,2,2021-06-05,2021-06-04,2021-06-08,4,True,3,True
1694,3,2021-06-14,2021-06-08,2021-06-18,10,True,4,True
1694,4,2021-06-18,2021-06-18,,,True,67,False
1694,5,2021-06-28,,,,True,57,False
1695,1,2021-08-24,2021-08-23,,,True,0,False
1695,2,2021-09-02,,,,False,,False
1696,1,2021-01-12,2021-01-10,2021-01-15,5,True,3,True
1696,2,2021-01-20,2021-01-15,2021-01-27,12,True,7,True
1696,3,2021-01-25,2021-01-27,2021-02-06,10,True,12,True
1696,4,2021-02-06,2021-02-06,,,True,199,False
1696,5,2021-02-16,,,,True,189,False
1697,1,2021-01-12,2021-01-05,2021-01-12,7,False,,True
1697,2,2021-01-15,2021-01-12,2021-01-18,6,True,3,True
1697,3,2021-01-22,2021-01-18,2021-01-29,11,True,7,True
1697,4,2021-01-28,2021-01-29,,,True,208,False
1697,5,2021-02-08,,,,True,197,False
1698,1,2021-05-31,2021-05-26,2021-06-04,9,True,4,True
1698,2,2021-06-05,2021-06-04,2021-06-16,12,True,11,True
1698,3,2021-06-14,2021-06-16,2021-06-26,10,True,12,True
1698,4,2021-06-26,2021-06-26,,,True,59,False
1698,5,2021-07-06,,,,True,49,False
1699,1,2021-08-16,2021-08-16,2021-08-22,6,True,6,True
1699,2,2021-08-26,2021-08-22,,,False,,False
1699,3,2021-09-01,,,,False,,False
1700,1,2021-04-15,2021-04-15,2021-04-27,12,True,12,True
1700,2,2021-04-25,2021-04-27,2021-05-05,8,True,10,True
1700,3,2021-05-07,2021-05-05,2021-05-16,11,True,9,True
1700,4,2021-05-15,2021-05-16,,,True,101,False
1700,5,2021-05-26,,,,True,90,False
1701,1,2021-05-24,2021-05-21,2021-05-30,9,True,6,True
1701,2,2021-05-31,2021-05-30,2021-06-06,7,True,6,True
1701,3,2021-06-09,2021-06-06,2021-06-13,7,True,4,True
1701,4,2021-06-16,2021-06-13,,,True,69,False
1701,5,2021-06-23,,,,True,62,False
1702,1,2021-06-14,2021-06-08,2021-06-11,3,False,,True
1702,2,2021-06-18,2021-06-11,2021-06-14,3,False,,True
1702,3,2021-06-21,2021-06-14,2021-06-21,7,False,,True
1702,4,2021-06-24,2021-06-21,,,True,61,False
1702,5,2021-07-01,,,,True,54,False
1703,1,2021-05-24,2021-05-23,2021-05-29,6,True,5,True
1703,2,2021-06-02,2021-05-29,2021-06-01,3,False,,True
1703,3,2021-06-08,2021-06-01,2021-06-10,9,True,2,True
1703,4,2021-06-11,2021-06-10,,,True,74,False
1703,5,2021-06-20,,,,True,65,False
1704,1,2021-08-22,2021-08-23,,,True,2,False
1704,2,2021-09-02,,,,False,,False
1705,1,2021-07-03,2021-07-01,2021-07-11,10,True,8,True
1705,2,2021-07-11,2021-07-11,2021-07-17,6,True,6,True
1705,3,2021-07-21,2021-07-17,2021-07-25,8,True,4,True
1705,4,2021-07-27,2021-07-25,,,True,28,False
1705,5,2021-08-04,,,,True,20,False
1706,1,2021-04-05,2021-04-07,2021-04-19,12,True,14,True
1706,2,2021-04-17,2021-04-19,2021-04-22,3,True,5,True
1706,3,2021-04-29,2021-04-22,2021-04-25,3,False,,True
1706,4,2021-05-02,2021-04-25,,,True,114,False
1706,5,2021-05-05,,,,True,111,False
1707,1,2021-05-03,2021-05-02,2021-05-12,10,True,9,True
1707,2,2021-05-12,2021-05-12,2021-05-19,7,True,7,True
1707,3,2021-05-22,2021-05-19,2021-05-26,7,True,4,True
1707,4,2021-05-29,2021-05-26,,,True,87,False
1707,5,2021-06-05,,,,True,80,False
1708,1,2021-08-14,2021-08-08,2021-08-11,3,False,,True
1708,2,2021-08-18,2021-08-11,2021-08-18,7,False,,True
1708,3,2021-08-21,2021-08-18,2021-08-22,4,True,1,True
1708,4,2021-08-28,2021-08-22,,,False,,False
1708,5,2021-09-01,,,,False,,False
1709,1,2021-03-12,2021-03-13,2021-03-25,12,True,13,True
1709,2,2021-03-23,2021-03-25,2021-04-02,8,True,10,True
1709,3,2021-04-04,2021-04-02,2021-04-08,6,True,4,True
1709,4,2021-04-12,2021-04-08,,,True,134,False
1709,5,2021-04-18,,,,True,128,False
1710,1,2021-05-16,2021-05-15,2021-05-19,4,True,3,True
1710,2,2021-05-25,2021-05-19,2021-05-27,8,True,2,True
1710,3,2021-05-29,2021-05-27,2021-05-30,3,True,1,True
1710,4,2021-06-06,2021-05-30,,,True,79,False
1710,5,2021-06-09,,,,True,76,False
1711,1,2021-02-19,2021-02-13,2021-02-17,4,False,,True
1711,2,2021-02-23,2021-02-17,2021-02-26,9,True,3,True
1711,3,2021-02-27,2021-02-26,2021-03-08,10,True,9,True
1711,4,2021-03-08,2021-03-08,,,True,169,False
1711,5,2021-03-18,,,,True,159,False
1712,1,2021-02-24,2021-02-22,2021-03-04,10,True,8,True
1712,2,2021-03-04,2021-03-04,2021-03-07,3,True,3,True
1712,3,2021-03-14,2021-03-07,2021-03-18,11,True,4,True
1712,4,2021-03-17,2021-03-18,,,True,160,False
1712,5,2021-03-28,,,,True,149,False
1713,1,2021-03-31,2021-03-29,2021-04-10,12,True,10,True
1713,2,2021-04-08,2021-04-10,2021-04-16,6,True,8,True
1713,3,2021-04-20,2021-04-16,2021-04-21,5,True,1,True
1713,4,2021-04-26,2021-04-21,,,True,120,False
1713,5,2021-05-01,,,,True,115,False
1714,1,2021-05-19,2021-05-21,2021-05-28,7,True,9,True
1714,2,2021-05-31,2021-05-28,2021-06-04,7,True,4,True
1714,3,2021-06-07,2021-06-04,2021-06-08,4,True,1,True
1714,4,2021-06-14,2021-06-08,,,True,71,False
1714,5,2021-06-18,,,,True,67,False
1715,1,2021-05-24,2021-05-22,2021-05-26,4,True,2,True
1715,2,2021-06-01,2021-05-26,2021-06-02,7,True,1,True
1715,3,2021-06-05,2021-06-02,2021-06-10,8,True,5,True
1715,4,2021-06-12,2021-06-10,,,True,73,False
1715,5,2021-06-20,,,,True,65,False
1716,1,2021-06-11,2021-06-10,2021-06-18,8,True,7,True
1716,2,2021-06-20,2021-06-18,2021-06-22,4,True,2,True
1716,3,2021-06-28,2021-06-22,2021-06-25,3,False,,True
1716,4,2021-07-02,2021-06-25,,,True,53,False
1716,5,2021-07-05,,,,True,50,False
1717,1,2021-07-07,2021-06-30,2021-07-06,6,False,,True
1717,2,2021-07-10,2021-07-06,2021-07-10,4,False,,True
1717,3,2021-07-16,2021-07-10,2021-07-17,7,True,1,True
1717,4,2021-07-20,2021-07-17,,,True,35,False
1717,5,2021-07-27,,,,True,28,False
1718,1,2021-06-04,2021-06-01,2021-06-10,9,True,6,True
1718,2,2021-06-11,2021-06-10,2021-06-13,3,True,2,True
1718,3,2021-06-20,2021-06-13,2021-06-20,7,False,,True
1718,4,2021-06-23,2021-06-20,,,True,62,False
1718,5,2021-06-30,,,,True,55,False
1719,1,2021-07-09,2021-07-11,2021-07-20,9,True,11,True
1719,2,2021-07-21,2021-07-20,2021-07-26,6,True,5,True
1719,3,2021-07-30,2021-07-26,2021-08-06,11,True,7,True
1719,4,2021-08-05,2021-08-06,,,True,19,False
1719,5,2021-08-16,,,,True,8,False
1720,1,2021-03-05,2021-02-28,2021-03-10,10,True,5,True
1720,2,2021-03-10,2021-03-10,2021-03-14,4,True,4,True
1720,3,2021-03-20,2021-03-14,2021-03-25,11,True,5,True
1720,4,2021-03-24,2021-03-25,,,True,153,False
1720,5,2021-04-04,,,,True,142,False
1721,1,2021-07-21,2021-07-15,2021-07-26,11,True,5,True
1721,2,2021-07-25,2021-07-26,2021-07-31,5,True,6,True
1721,3,2021-08-05,2021-07-31,2021-08-11,11,True,6,True
1721,4,2021-08-10,2021-08-11,,,True,14,False
1721,5,2021-08-21,,,,True,3,False
1722,1,2021-05-05,2021-05-01,2021-05-06,5,True,1,True
1722,2,2021-05-11,2021-05-06,2021-05-14,8,True,3,True
1722,3,2021-05-16,2021-05-14,2021-05-19,5,True,3,True
1722,4,2021-05-24,2021-05-19,,,True,92,False
1722,5,2021-05-29,,,,True,87,False
1723,1,2021-01-12,2021-01-09,2021-01-18,9,True,6,True
1723,2,2021-01-19,2021-01-18,2021-01-27,9,True,8,True
1723,3,2021-01-28,2021-01-27,2021-01-30,3,True,2,True
1723,4,2021-02-06,2021-01-30,,,True,199,False
1723,5,2021-02-09,,,,True,196,False
1724,1,2021-06-03,2021-05-28,2021-06-07,10,True,4,True
1724,2,2021-06-07,2021-06-07,2021-06-12,5,True,5,True
1724,3,2021-06-17,2021-06-12,2021-06-18,6,True,1,True
1724,4,2021-06-22,2021-06-18,,,True,63,False
1724,5,2021-06-28,,,,True,57,False
1725,1,2021-08-01,2021-08-01,2021-08-04,3,True,3,True
1725,2,2021-08-11,2021-08-04,2021-08-13,9,True,2,True
1725,3,2021-08-14,2021-08-13,2021-08-17,4,True,3,True
1725,4,2021-08-23,2021-08-17,,,True,1,False
1725,5,2021-08-27,,,,False,,False
1726,1,2021-03-06,2021-03-08,2021-03-17,9,True,11,True
1726,2,2021-03-18,2021-03-17,2021-03-23,6,True,5,True
1726,3,2021-03-27,2021-03-23,2021-03-27,4,False,,True
1726,4,2021-04-02,2021-03-27,,,True,144,False
1726,5,2021-04-06,,,,True,140,False
1727,1,2021-02-10,2021-02-09,2021-02-15,6,True,5,True
1727,2,2021-02-19,2021-02-15,2021-02-22,7,True,3,True
1727,3,2021-02-25,2021-02-22,2021-02-25,3,False,,True
1727,4,2021-03-04,2021-02-25,,,True,173,False
1727,5,2021-03-07,,,,True,170,False
1728,1,2021-04-13,2021-04-14,2021-04-20,6,True,7,True
1728,2,2021-04-24,2021-04-20,2021-05-02,12,True,8,True
1728,3,2021-04-30,2021-05-02,2021-05-05,3,True,5,True
1728,4,2021-05-12,2021-05-05,,,True,104,False
1728,5,2021-05-15,,,,True,101,False
1729,1,2021-08-21,2021-08-14,2021-08-19,5,False,,True
1729,2,2021-08-24,2021-08-19,2021-08-23,4,False,,True
1729,3,2021-08-29,2021-08-23,,,False,,False
1729,4,2021-09-02,,,,False,,False
1730,1,2021-07-07,2021-07-01,2021-07-11,10,True,4,True
1730,2,2021-07-11,2021-07-11,2021-07-19,8,True,8,True
1730,3,2021-07-21,2021-07-19,2021-07-25,6,True,4,True
1730,4,2021-07-29,2021-07-25,,,True,26,False
1730,5,2021-08-04,,,,True,20,False
1731,1,2021-08-29,2021-08-24,,,False,,False
1731,2,2021-09-03,,,,False,,False
1732,1,2021-08-07,2021-08-01,2021-08-10,9,True,3,True
1732,2,2021-08-11,2021-08-10,2021-08-18,8,True,7,True
1732,3,2021-08-20,2021-08-18,,,True,4,False
1732,4,2021-08-28,,,,False,,False
1733,1,2021-06-26,2021-06-24,2021-07-06,12,True,10,True
1733,2,2021-07-04,2021-07-06,2021-07-17,11,True,13,True
1733,3,2021-07-16,2021-07-17,2021-07-21,4,True,5,True
1733,4,2021-07-27,2021-07-21,,,True,28,False
1733,5,2021-07-31,,,,True,24,False
1734,1,2021-02-28,2021-02-27,2021-03-08,9,True,8,True
1734,2,2021-03-09,2021-03-08,2021-03-13,5,True,4,True
1734,3,2021-03-18,2021-03-13,2021-03-25,12,True,7,True
1734,4,2021-03-23,2021-03-25,,,True,154,False
1734,5,2021-04-04,,,,True,142,False
1735,1,2021-07-20,2021-07-16,2021-07-22,6,True,2,True
1735,2,2021-07-26,2021-07-22,2021-07-29,7,True,3,True
1735,3,2021-08-01,2021-07-29,2021-08-07,9,True,6,True
1735,4,2021-08-08,2021-08-07,,,True,16,False
1735,5,2021-08-17,,,,True,7,False
1736,1,2021-04-25,2021-04-18,2021-04-21,3,False,,True
1736,2,2021-04-28,2021-04-21,2021-04-30,9,True,2,True
1736,3,2021-05-01,2021-04-30,2021-05-09,9,True,8,True
1736,4,2021-05-10,2021-05-09,,,True,106,False
1736,5,2021-05-19,,,,True,97,False
1737,1,2021-08-05,2021-07-29,2021-08-07,9,True,2,True
1737,2,2021-08-08,2021-08-07,2021-08-11,4,True,3,True
1737,3,2021-08-17,2021-08-11,2021-08-14,3,False,,True
1737,4,2021-08-21,2021-08-14,,,True,3,False
1737,5,2021-08-24,,,,True,0,False
1738,1,2021-06-04,2021-05-28,2021-06-04,7,False,,True
1738,2,2021-06-07,2021-06-04,2021-06-07,3,False,,True
1738,3,2021-06-14,2021-06-07,2021-06-10,3,False,,True
1738,4,2021-06-17,2021-06-10,,,True,68,False
1738,5,2021-06-20,,,,True,65,False
1739,1,2021-06-01,2021-06-03,2021-06-14,11,True,13,True
1739,2,2021-06-13,2021-06-14,2021-06-19,5,True,6,True
1739,3,2021-06-24,2021-06-19,2021-06-29,10,True,5,True
1739,4,2021-06-29,2021-06-29,,,True,56,False
1739,5,2021-07-09,,,,True,46,False
1740,1,2021-07-31,2021-07-25,2021-08-06,12,True,6,True
1740,2,2021-08-04,2021-08-06,2021-08-09,3,True,5,True
1740,3,2021-08-16,2021-08-09,2021-08-18,9,True,2,True
1740,4,2021-08-19,2021-08-18,,,True,5,False
1740,5,2021-08-28,,,,False,,False
1741,1,2021-03-15,2021-03-11,2021-03-14,3,False,,True
1741,2,2021-03-21,2021-03-14,2021-03-18,4,False,,True
1741,3,2021-03-24,2021-03-18,2021-03-22,4,False,,True
1741,4,2021-03-28,2021-03-22,,,True,149,False
1741,5,2021-04-01,,,,True,145,False
1742,1,2021-07-28,2021-07-24,2021-08-03,10,True,6,True
1742,2,2021-08-03,2021-08-03,2021-08-11,8,True,8,True
1742,3,2021-08-13,2021-08-11,2021-08-22,11,True,9,True
1742,4,2021-08-21,2021-08-22,,,True,3,False
1742,5,2021-09-01,,,,False,,False
1743,1,2021-07-10,2021-07-08,2021-07-20,12,True,10,True
1743,2,2021-07-18,2021-07-20,2021-07-23,3,True,5,True
1743,3,2021-07-30,2021-07-23,2021-08-01,9,True,2,True
1743,4,2021-08-02,2021-08-01,,,True,22,False
1743,5,2021-08-11,,,,True,13,False
1744,1,2021-04-18,2021-04-20,2021-04-30,10,True,12,True
1744,2,2021-04-30,2021-04-30,2021-05-09,9,True,9,True
1744,3,2021-05-10,2021-05-09,2021-05-17,8,True,7,True
1744,4,2021-05-19,2021-05-17,,,True,97,False
1744,5,2021-05-27,,,,True,89,False
1745,1,2021-01-12,2021-01-08,2021-01-14,6,True,2,True
1745,2,2021-01-18,2021-01-14,2021-01-23,9,True,5,True
1745,3,2021-01-24,2021-01-23,2021-02-01,9,True,8,True
1745,4,2021-02-02,2021-02-01,,,True,203,False
1745,5,2021-02-11,,,,True,194,False
1746,1,2021-07-20,2021-07-20,2021-07-27,7,True,7,True
1746,2,2021-07-30,2021-07-27,2021-08-07,11,True,8,True
1746,3,2021-08-06,2021-08-07,2021-08-18,11,True,12,True
1746,4,2021-08-17,2021-08-18,,,True,7,False
1746,5,2021-08-28,,,,False,,False
1747,1,2021-04-27,2021-04-25,2021-05-01,6,True,4,True
1747,2,2021-05-05,2021-05-01,2021-05-04,3,False,,True
1747,3,2021-05-11,2021-05-04,2021-05-13,9,True,2,True
1747,4,2021-05-14,2021-05-13,,,True,102,False
1747,5,2021-05-23,,,,True,93,False
1748,1,2021-02-25,2021-02-19,2021-02-25,6,False,,True
1748,2,2021-03-01,2021-02-25,2021-03-05,8,True,4,True
1748,3,2021-03-07,2021-03-05,2021-03-14,9,True,7,True
1748,4,2021-03-15,2021-03-14,,,True,162,False
1748,5,2021-03-24,,,,True,153,False
1749,1,2021-04-02,2021-03-28,2021-04-03,6,True,1,True
1749,2,2021-04-07,2021-04-03,2021-04-15,12,True,8,True
1749,3,2021-04-13,2021-04-15,2021-04-21,6,True,8,True
1749,4,2021-04-25,2021-04-21,,,True,121,False
1749,5,2021-05-01,,,,True,115,False
1750,1,2021-02-07,2021-02-06,2021-02-18,12,True,11,True
1750,2,2021-02-16,2021-02-18,2021-03-01,11,True,13,True
1750,3,2021-02-28,2021-03-01,2021-03-13,12,True,13,True
1750,4,2021-03-11,2021-03-13,,,True,166,False
1750,5,2021-03-23,,,,True,154,False
1751,1,2021-07-20,2021-07-17,2021-07-20,3,False,,True
1751,2,2021-07-27,2021-07-20,2021-07-25,5,False,,True
1751,3,2021-07-30,2021-07-25,2021-08-06,12,True,7,True
1751,4,2021-08-04,2021-08-06,,,True,20,False
1751,5,2021-08-16,,,,True,8,False
1752,1,2021-04-13,2021-04-11,2021-04-22,11,True,9,True
1752,2,2021-04-21,2021-04-22,2021-04-30,8,True,9,True
1752,3,2021-05-02,2021-04-30,2021-05-12,12,True,10,True
1752,4,2021-05-10,2021-05-12,,,True,106,False
1752,5,2021-05-22,,,,True,94,False
1753,1,2021-07-19,2021-07-19,2021-07-24,5,True,5,True
1753,2,2021-07-29,2021-07-24,2021-08-01,8,True,3,True
1753,3,2021-08-03,2021-08-01,2021-08-05,4,True,2,True
1753,4,2021-08-11,2021-08-05,,,True,13,False
1753,5,2021-08-15,,,,True,9,False
1754,1,2021-04-14,2021-04-12,2021-04-18,6,True,4,True
1754,2,2021-04-22,2021-04-18,2021-04-21,3,False,,True
1754,3,2021-04-28,2021-04-21,2021-04-29,8,True,1,True
1754,4,2021-05-01,2021-04-29,,,True,115,False
1754,5,2021-05-09,,,,True,107,False
1755,1,2021-08-12,2021-08-06,2021-08-14,8,True,2,True
1755,2,2021-08-16,2021-08-14,2021-08-21,7,True,5,True
1755,3,2021-08-24,2021-08-21,,,True,0,False
1755,4,2021-08-31,,,,False,,False
1756,1,2021-06-21,2021-06-14,2021-06-18,4,False,,True
1756,2,2021-06-24,2021-06-18,2021-06-25,7,True,1,True
1756,3,2021-06-28,2021-06-25,2021-06-30,5,True,2,True
1756,4,2021-07-05,2021-06-30,,,True,50,False
1756,5,2021-07-10,,,,True,45,False
1757,1,2021-03-22,2021-03-19,2021-03-23,4,True,1,True
1757,2,2021-03-29,2021-03-23,2021-04-03,11,True,5,True
1757,3,2021-04-02,2021-04-03,2021-04-07,4,True,5,True
1757,4,2021-04-13,2021-04-07,,,True,133,False
1757,5,2021-04-17,,,,True,129,False
1758,1,2021-02-15,2021-02-17,2021-02-21,4,True,6,True
1758,2,2021-02-27,2021-02-21,2021-02-25,4,False,,True
1758,3,2021-03-03,2021-02-25,2021-03-08,11,True,5,True
1758,4,2021-03-07,2021-03-08,,,True,170,False
1758,5,2021-03-18,,,,True,159,False
1759,1,2021-06-12,2021-06-05,2021-06-10,5,False,,True
1759,2,2021-06-15,2021-06-10,2021-06-21,11,True,6,True
1759,3,2021-06-20,2021-06-21,2021-06-29,8,True,9,True
1759,4,2021-07-01,2021-06-29,,,True,54,False
1759,5,2021-07-09,,,,True,46,False
1760,1,2021-01-30,2021-01-25,2021-02-06,12,True,7,True
1760,2,2021-02-04,2021-02-06,2021-02-11,5,True,7,True
1760,3,2021-02-16,2021-02-11,2021-02-19,8,True,3,True
1760,4,2021-02-21,2021-02-19,,,True,184,False
1760,5,2021-03-01,,,,True,176,False
1761,1,2021-03-18,2021-03-19,2021-03-29,10,True,11,True
1761,2,2021-03-29,2021-03-29,2021-04-05,7,True,7,True
1761,3,2021-04-08,2021-04-05,2021-04-11,6,True,3,True
1761,4,2021-04-15,2021-04-11,,,True,131,False
1761,5,2021-04-21,,,,True,125,False
1762,1,2021-07-24,2021-07-17,2021-07-24,7,False,,True
1762,2,2021-07-27,2021-07-24,2021-07-30,6,True,3,True
1762,3,2021-08-03,2021-07-30,2021-08-07,8,True,4,True
1762,4,2021-08-09,2021-08-07,,,True,15,False
1762,5,2021-08-17,,,,True,7,False
1763,1,2021-04-18,2021-04-18,2021-04-26,8,True,8,True
1763,2,2021-04-28,2021-04-26,2021-05-03,7,True,5,True
1763,3,2021-05-06,2021-05-03,2021-05-06,3,False,,True
1763,4,2021-05-13,2021-05-06,,,True,103,False
1763,5,2021-05-16,,,,True,100,False
1764,1,2021-07-31,2021-07-26,2021-08-02,7,True,2,True
1764,2,2021-08-05,2021-08-02,2021-08-08,6,True,3,True
1764,3,2021-08-12,2021-08-08,2021-08-15,7,True,3,True
1764,4,2021-08-18,2021-08-15,,,True,6,False
1764,5,2021-08-25,,,,False,,False
1765,1,2021-02-15,2021-02-11,2021-02-19,8,True,4,True
1765,2,2021-02-21,2021-02-19,2021-02-24,5,True,3,True
1765,3,2021-03-01,2021-02-24,2021-03-07,11,True,6,True
1765,4,2021-03-06,2021-03-07,,,True,171,False
1765,5,2021-03-17,,,,True,160,False
1766,1,2021-08-20,2021-08-14,2021-08-24,10,True,4,True
1766,2,2021-08-24,2021-08-24,,,True,0,False
1766,3,2021-09-03,,,,False,,False
1767,1,2021-08-07,2021-08-09,2021-08-13,4,True,6,True
1767,2,2021-08-19,2021-08-13,2021-08-19,6,False,,True
1767,3,2021-08-23,2021-08-19,,,True,1,False
1767,4,2021-08-29,,,,False,,False
1768,1,2021-02-21,2021-02-14,2021-02-21,7,False,,True
1768,2,2021-02-24,2021-02-21,2021-02-24,3,False,,True
1768,3,2021-03-03,2021-02-24,2021-02-27,3,False,,True
1768,4,2021-03-06,2021-02-27,,,True,171,False
1768,5,2021-03-09,,,,True,168,False
1769,1,2021-03-30,2021-03-27,2021-04-04,8,True,5,True
1769,2,2021-04-06,2021-04-04,2021-04-13,9,True,7,True
1769,3,2021-04-14,2021-04-13,2021-04-22,9,True,8,True
1769,4,2021-04-23,2021-04-22,,,True,123,False
1769,5,2021-05-02,,,,True,114,False
1770,1,2021-06-26,2021-06-28,2021-07-09,11,True,13,True
1770,2,2021-07-08,2021-07-09,2021-07-13,4,True,5,True
1770,3,2021-07-19,2021-07-13,2021-07-25,12,True,6,True
1770,4,2021-07-23,2021-07-25,,,True,32,False
1770,5,2021-08-04,,,,True,20,False
1771,1,2021-05-06,2021-05-04,2021-05-11,7,True,5,True
1771,2,2021-05-14,2021-05-11,2021-05-23,12,True,9,True
1771,3,2021-05-21,2021-05-23,2021-06-02,10,True,12,True
1771,4,2021-06-02,2021-06-02,,,True,83,False
1771,5,2021-06-12,,,,True,73,False
1772,1,2021-08-25,,,,False,,False
1773,1,2021-07-07,2021-07-06,2021-07-10,4,True,3,True
1773,2,2021-07-16,2021-07-10,2021-07-19,9,True,3,True
1773,3,2021-07-20,2021-07-19,2021-07-23,4,True,3,True
1773,4,2021-07-29,2021-07-23,,,True,26,False
1773,5,2021-08-02,,,,True,22,False
1774,1,2021-05-05,2021-05-02,2021-05-07,5,True,2,True
1774,2,2021-05-12,2021-05-07,2021-05-16,9,True,4,True
1774,3,2021-05-17,2021-05-16,2021-05-28,12,True,11,True
1774,4,2021-05-26,2021-05-28,,,True,90,False
1774,5,2021-06-07,,,,True,78,False
1775,1,2021-06-05,2021-06-04,2021-06-10,6,True,5,True
1775,2,2021-06-14,2021-06-10,2021-06-15,5,True,1,True
1775,3,2021-06-20,2021-06-15,2021-06-20,5,False,,True
1775,4,2021-06-25,2021-06-20,,,True,60,False
1775,5,2021-06-30,,,,True,55,False
1776,1,2021-02-03,2021-01-30,2021-02-05,6,True,2,True
1776,2,2021-02-09,2021-02-05,2021-02-13,8,True,4,True
1776,3,2021-02-15,2021-02-13,2021-02-20,7,True,5,True
1776,4,2021-02-23,2021-02-20,,,True,182,False
1776,5,2021-03-02,,,,True,175,False
1777,1,2021-08-02,2021-08-02,2021-08-12,10,True,10,True
1777,2,2021-08-12,2021-08-12,2021-08-23,11,True,11,True
1777,3,2021-08-22,2021-08-23,,,True,2,False
1777,4,2021-09-02,,,,False,,False
1778,1,2021-01-21,2021-01-19,2021-01-26,7,True,5,True
1778,2,2021-01-29,2021-01-26,2021-02-02,7,True,4,True
1778,3,2021-02-05,2021-02-02,2021-02-11,9,True,6,True
1778,4,2021-02-12,2021-02-11,,,True,193,False
1778,5,2021-02-21,,,,True,184,False
1779,1,2021-05-18,2021-05-20,2021-05-23,3,True,5,True
1779,2,2021-05-30,2021-05-23,2021-05-30,7,False,,True
1779,3,2021-06-02,2021-05-30,2021-06-08,9,True,6,True
1779,4,2021-06-09,2021-06-08,,,True,76,False
1779,5,2021-06-18,,,,True,67,False
1780,1,2021-03-01,2021-02-23,2021-03-01,6,False,,True
1780,2,2021-03-05,2021-03-01,2021-03-08,7,True,3,True
1780,3,2021-03-11,2021-03-08,2021-03-19,11,True,8,True
1780,4,2021-03-18,2021-03-19,,,True,159,False
1780,5,2021-03-29,,,,True,148,False
1781,1,2021-08-30,2021-08-23,,,False,,False
1781,2,2021-09-02,,,,False,,False
1782,1,2021-02-01,2021-02-03,2021-02-14,11,True,13,True
1782,2,2021-02-13,2021-02-14,2021-02-20,6,True,7,True
1782,3,2021-02-24,2021-02-20,2021-02-24,4,False,,True
1782,4,2021-03-02,2021-02-24,,,True,175,False
1782,5,2021-03-06,,,,True,171,False
1783,1,2021-06-30,2021-06-24,2021-07-06,12,True,6,True
1783,2,2021-07-04,2021-07-06,2021-07-15,9,True,11,True
1783,3,2021-07-16,2021-07-15,2021-07-24,9,True,8,True
1783,4,2021-07-25,2021-07-24,,,True,30,False
1783,5,2021-08-03,,,,True,21,False
1784,1,2021-05-05,2021-04-29,2021-05-02,3,False,,True
1784,2,2021-05-09,2021-05-02,2021-05-09,7,False,,True
1784,3,2021-05-12,2021-05-09,2021-05-14,5,True,2,True
1784,4,2021-05-19,2021-05-14,,,True,97,False
1784,5,2021-05-24,,,,True,92,False
1785,1,2021-05-18,2021-05-14,2021-05-20,6,True,2,True
1785,2,2021-05-24,2021-05-20,2021-05-27,7,True,3,True
1785,3,2021-05-30,2021-05-27,2021-06-04,8,True,5,True
1785,4,2021-06-06,2021-06-04,,,True,79,False
1785,5,2021-06-14,,,,True,71,False
1786,1,2021-07-29,2021-07-24,2021-07-29,5,False,,True
1786,2,2021-08-03,2021-07-29,2021-08-08,10,True,5,True
1786,3,2021-08-08,2021-08-08,2021-08-14,6,True,6,True
1786,4,2021-08-18,2021-08-14,,,True,6,False
1786,5,2021-08-24,,,,True,0,False
1787,1,2021-08-29,2021-08-24,,,False,,False
1787,2,2021-09-03,,,,False,,False
1788,1,2021-04-04,2021-04-01,2021-04-04,3,False,,True
1788,2,2021-04-11,2021-04-04,2021-04-09,5,False,,True
1788,3,2021-04-14,2021-04-09,2021-04-16,7,True,2,True
1788,4,2021-04-19,2021-04-16,,,True,127,False
1788,5,2021-04-26,,,,True,120,False
1789,1,2021-06-21,2021-06-21,2021-07-02,11,True,11,True
1789,2,2021-07-01,2021-07-02,2021-07-13,11,True,12,True
1789,3,2021-07-12,2021-07-13,2021-07-19,6,True,7,True
1789,4,2021-07-23,2021-07-19,,,True,32,False
1789,5,2021-07-29,,,,True,26,False
